เลขบัตรประชาชน,คำนำหน้าชื่อ,ชื่อ,นามสกุล,วันเกิด,ประเภทอาชีพ,หมายเลขโทรศัพท์ติดต่อ,สอบถาม-สินเชื่อ,รับเรื่องยื่นกู้,สอบถาม-การเงิน,รายได้ต่อเดือน,หมายเหตุ,มาเป็นลูกค้ากับธนาคาร
108987201926626000,นาย,ศุภณัฐ,นุสบา,23 มี.ค. 93,entrepreneur,082-891-5996,,,เมื่อสมัครใช้บริการแล้ว การให้บริการที่เครื่องถอนเงินอัตโนมัติ (ATM) มีกี่บริการอะไรบ้าง,"14,310",,yes
108986201926824000,นางสาว,ชลิตา,ปนัดดา,22 ก.พ. 98,management,082-462-2414,ธนาคารมีวิธีการคำนวณดอกเบี้ยอย่างไร,จะทราบวงเงินกู้ที่สามารถกู้ได้อย่างไร,เมื่อสมัครใช้บริการแล้ว การให้บริการที่เครื่องถอนเงินอัตโนมัติ (ATM) มีกี่บริการอะไรบ้าง,"16,494",,no
108985201927022000,นาย,นัทธพงศ์,ปิยดา,25 ต.ค. 97,student,093-969-2991,,,ในการโอนเงินผ่านหน้าเคาเตอร์ธนาคารจะมีค่าธรรมเนียมในการโอนเท่าไหร่,"27,504",,no
108984201927220000,นาย,อัสวัน,ลิลิลล่า,28 มิ.ย. 90,admin.,081-699-3662,ธนาคารมีวิธีการคำนวณดอกเบี้ยอย่างไร,ระยะเวลาการกู้สูงสุดกี่ปี,เมื่อสมัครใช้บริการแล้ว การให้บริการที่เครื่องถอนเงินอัตโนมัติ (ATM) มีกี่บริการอะไรบ้าง,"27,479",,yes
108983201927418000,นาย,อภิสิทธิ์,ธนวรรณ,31 ต.ค. 92,admin.,063-991-5922,อัตราดอกเบี้ยระหว่างบ้านใหม่ และบ้านมือสองแตกต่างกันหรือไม่,ผู้กู้ต้องมีคุณสมบัติอย่างไร,เมื่อเปิดบัญชีออมทรัพย์รับโชคแล้ว จะรับสลากออมทรัพย์อย่างไร,"27,276",,yes
108982201927616000,นางสาว,อินอาร์ม,รัตติยา,15 มิ.ย. 93,management,062-297-9226,ธนาคารมีวิธีการคำนวณดอกเบี้ยอย่างไร,จะทราบวงเงินกู้ที่สามารถกู้ได้อย่างไร,ถ้าไม่ได้มีการทำรายการเดินบัญชีมาเป็นระยะเวลานาน สถานะของบัญชีจะเป็นอย่างไร และจะสามารถตรวจสอบสถานะของบัญชีได้โดยวิธีใด,"26,168",,yes
108981201927814000,นางสาว,ริญชิดา,เอกวัฒน์,8 พ.ค. 98,services,096-694-5693,ธนาคารมีวิธีการคำนวณดอกเบี้ยอย่างไร,ผู้กู้ต้องมีคุณสมบัติอย่างไร,ในการเปิดบัญชีเงินฝากต้องใช้เอกสารอะไรบ้าง,"31,857",,no
108980201928012000,นางสาว,จุฑาทิพย์,ศจิรา,1 ก.ย. 93,blue-collar,09-4664-6593,การรับเงินงวดค่าปลูกสร้างงวดสุดท้ายต้องเตรียมเอกสารอะไรบ้าง,ผู้กู้ต้องมีคุณสมบัติอย่างไร,เมื่อสมัครใช้บริการแล้ว การให้บริการที่เครื่องถอนเงินอัตโนมัติ (ATM) มีกี่บริการอะไรบ้าง,"36,865",,yes
108979201928210000,นางสาว,อมรลัดดา,สุทัตตา,5 ก.ค. 97,entrepreneur,094-929-8241,การจ่ายเงินงวดค่าผลงานการก่อสร้าง ธนาคารจ่ายเงินอย่างไร,การขอสินเชื่อมีค่าใช้จ่ายอะไรบ้าง,เมื่อเปิดบัญชีออมทรัพย์รับโชคแล้ว จะรับสลากออมทรัพย์อย่างไร,"32,292",,no
108978201928408000,นางสาว,อนิลวดี,ปภาวดี,10 ก.พ. 99,blue-collar,082-492-9499,การรับเงินงวดค่าปลูกสร้างงวดสุดท้ายต้องเตรียมเอกสารอะไรบ้าง,เอกสารประกอบการขอสินเชื่อมีอะไรบ้าง,ในการเปิดบัญชีเงินฝากต้องใช้เอกสารอะไรบ้าง,"27,540",,yes
108977201928606000,นางสาว,จุฑามาศ,อาตีฟะฮ์,10 ส.ค. 95,unemployed,061-935-5996,,,ในการเปิดบัญชีเงินฝากต้องใช้เอกสารอะไรบ้าง,"26,824",,yes
108976201928804000,นาย,นันทวัฒน์,ศิริพร,21 มี.ค. 99,entrepreneur,088-892-6161,ลูกค้าเดิมต้องการเปลี่ยนแปลงอัตราดอกเบี้ยต้องทำอย่างไร,กรณีประวัติข้อมูลเครดิตไม่ปกติสามารถขอสินเชื่อเพื่อซื้อบ้านได้หรือไม่,เมื่อเปิดบัญชีออมทรัพย์รับโชคแล้ว จะรับสลากออมทรัพย์อย่างไร,"25,400",,yes
108975201929002000,นางสาว,เยาวลักษณ์,กิตติญา,13 พ.ย. 93,management,081-414-2926,อัตราดอกเบี้ยระหว่างบ้านใหม่ และบ้านมือสองแตกต่างกันหรือไม่,ระยะเวลาการกู้สูงสุดกี่ปี,ในการโอนเงินผ่านหน้าเคาเตอร์ธนาคารจะมีค่าธรรมเนียมในการโอนเท่าไหร่,"33,270",,yes
108974201929200000,นางสาว,รุ่งดาวรรณ,ยศวดี,16 พ.ค. 94,technician,096-942-2966,หากผู้กู้ไม่มีเงินทุนสำรองในการปลูกสร้างธนาคารจะมีวิธีการช่วยเหลืออย่างไร,ระยะเวลาการกู้สูงสุดกี่ปี,เมื่อสมัครใช้บริการแล้ว การให้บริการที่เครื่องถอนเงินอัตโนมัติ (ATM) มีกี่บริการอะไรบ้าง,"26,169",,yes
108973201929398000,นางสาว,ชญานิษฐ์,ภูริตา,22 ก.ย. 98,unknown,094-169-2469,หากผู้กู้ไม่มีเงินทุนสำรองในการปลูกสร้างธนาคารจะมีวิธีการช่วยเหลืออย่างไร,ระยะเวลาการกู้สูงสุดกี่ปี,ถ้าไม่ได้มีการทำรายการเดินบัญชีมาเป็นระยะเวลานาน สถานะของบัญชีจะเป็นอย่างไร และจะสามารถตรวจสอบสถานะของบัญชีได้โดยวิธีใด,"20,199",,no
108972201929596000,นางสาว,อุปาลี,พุทธิดา,8 พ.ค. 93,management,089-452-2987,การจ่ายเงินงวดค่าผลงานการก่อสร้าง ธนาคารจ่ายเงินอย่างไร,การขอสินเชื่อมีค่าใช้จ่ายอะไรบ้าง,ในการโอนเงินผ่านหน้าเคาเตอร์ธนาคารจะมีค่าธรรมเนียมในการโอนเท่าไหร่,"22,483",,no
108971201929794000,นางสาว,ชวิศา,สุนิสา,19 ธ.ค. 95,blue-collar,,,,เมื่อเปิดบัญชีออมทรัพย์รับโชคแล้ว จะรับสลากออมทรัพย์อย่างไร,"16,773",,yes
108970201929992000,นางสาว,ฐิติมา,วิลาวัณย์,4 ก.พ. 94,blue-collar,094-692-5164,ธนาคารมีวิธีการคำนวณดอกเบี้ยอย่างไร,,เมื่อสิ้นสุดระยะเวลาการรับฝากประจำ 3 เดือน ดังกล่าวข้างต้นแล้ว อัตราดอกเบี้ยจะเป็นอย่างไร,"17,787",,yes
108969201930190000,นางสาว,สุดารัตน์,อมรรัตน์,2 เม.ย. 94,blue-collar,091-949-9829,อัตราดอกเบี้ยระหว่างบ้านใหม่ และบ้านมือสองแตกต่างกันหรือไม่,กรณีประวัติข้อมูลเครดิตไม่ปกติสามารถขอสินเชื่อเพื่อซื้อบ้านได้หรือไม่,ในการโอนเงินผ่านหน้าเคาเตอร์ธนาคารจะมีค่าธรรมเนียมในการโอนเท่าไหร่,"33,088",,yes
108968201930388000,นางสาว,ณิธิกานต์,สิริยากร,24 มิ.ย. 99,management,099-194-5966,หากผู้กู้ไม่มีเงินทุนสำรองในการปลูกสร้างธนาคารจะมีวิธีการช่วยเหลืออย่างไร,ระยะเวลาการกู้สูงสุดกี่ปี,เมื่อสมัครใช้บริการแล้ว การให้บริการที่เครื่องถอนเงินอัตโนมัติ (ATM) มีกี่บริการอะไรบ้าง,"36,658",,no
108967201930586000,นางสาว,ปนัดดา,สารีฮะ,26 ก.ย. 98,blue-collar,088-269-5928,การจ่ายเงินงวดค่าผลงานการก่อสร้าง ธนาคารจ่ายเงินอย่างไร,ผู้กู้ต้องมีคุณสมบัติอย่างไร,เมื่อสิ้นสุดระยะเวลาการรับฝากประจำ 3 เดือน ดังกล่าวข้างต้นแล้ว อัตราดอกเบี้ยจะเป็นอย่างไร,"20,382",,yes
108966201930784000,นางสาว,ปาริฉัตร,นูรมี,5 ม.ค. 98,management,094-926-6989,ธนาคารมีวิธีการคำนวณดอกเบี้ยอย่างไร,การขอสินเชื่อมีค่าใช้จ่ายอะไรบ้าง,ในการเปิดบัญชีเงินฝากต้องใช้เอกสารอะไรบ้าง,"31,152",,yes
108965201930982000,นางสาว,ชฎาพร,จริยาภรณ์,6 มี.ค. 93,admin.,098-794-4928,อัตราดอกเบี้ยระหว่างบ้านใหม่ และบ้านมือสองแตกต่างกันหรือไม่,จะทราบวงเงินกู้ที่สามารถกู้ได้อย่างไร,เมื่อสิ้นสุดระยะเวลาการรับฝากประจำ 3 เดือน ดังกล่าวข้างต้นแล้ว อัตราดอกเบี้ยจะเป็นอย่างไร,"25,143",,yes
108964201931180000,นางสาว,สุปรียา,สุภาณี,3 พ.ค. 97,management,082-695-1592,การรับเงินงวดค่าปลูกสร้างงวดสุดท้ายต้องเตรียมเอกสารอะไรบ้าง,ผู้กู้ต้องมีคุณสมบัติอย่างไร,เมื่อสิ้นสุดระยะเวลาการรับฝากประจำ 3 เดือน ดังกล่าวข้างต้นแล้ว อัตราดอกเบี้ยจะเป็นอย่างไร,"19,279",,yes
108963201931378000,นางสาว,ธมลวรรณ,กรพันธ์,22 ก.ค. 92,management,091-949-9795,การจ่ายเงินงวดค่าผลงานการก่อสร้าง ธนาคารจ่ายเงินอย่างไร,เอกสารประกอบการขอสินเชื่อมีอะไรบ้าง,เมื่อเปิดบัญชีออมทรัพย์รับโชคแล้ว จะรับสลากออมทรัพย์อย่างไร,"19,676",,no
108962201931576000,นางสาว,นฤนาท,ศศิธร,20 พ.ค. 95,blue-collar,063-662-9197,อัตราดอกเบี้ยระหว่างบ้านใหม่ และบ้านมือสองแตกต่างกันหรือไม่,เอกสารประกอบการขอสินเชื่อมีอะไรบ้าง,เมื่อเปิดบัญชีออมทรัพย์รับโชคแล้ว จะรับสลากออมทรัพย์อย่างไร,"18,300",,yes
108961201931774000,นาย,สิริภพ,สุไรดา,28 เม.ย. 98,technician,081-426-9964,หากผู้กู้ไม่มีเงินทุนสำรองในการปลูกสร้างธนาคารจะมีวิธีการช่วยเหลืออย่างไร,ผู้กู้ต้องมีคุณสมบัติอย่างไร,ถ้าไม่ได้มีการทำรายการเดินบัญชีมาเป็นระยะเวลานาน สถานะของบัญชีจะเป็นอย่างไร และจะสามารถตรวจสอบสถานะของบัญชีได้โดยวิธีใด,"19,935",,yes
108960201931972000,นางสาว,ศิริรัตน์,ญาณิศา,13 พ.ย. 99,blue-collar,096-151-9822,,,ถ้าไม่ได้มีการทำรายการเดินบัญชีมาเป็นระยะเวลานาน สถานะของบัญชีจะเป็นอย่างไร และจะสามารถตรวจสอบสถานะของบัญชีได้โดยวิธีใด,"18,510",,yes
108959201932170000,นางสาว,แทนรัก,อามีนา,18 ส.ค. 99,blue-collar,088-295-9791,,,เมื่อเปิดบัญชีออมทรัพย์รับโชคแล้ว จะรับสลากออมทรัพย์อย่างไร,"13,058",,yes
108958201932368000,นาย,พงศธร,ซิลมีย์,5 เม.ย. 91,services,085-495-4419,,,ในการเปิดบัญชีเงินฝากต้องใช้เอกสารอะไรบ้าง,"20,468",,yes
108957201932566000,นางสาว,ศิริลักษณ์,จารุวรรณ,18 ธ.ค. 96,blue-collar,081-424-2954,,,ในการโอนเงินผ่านหน้าเคาเตอร์ธนาคารจะมีค่าธรรมเนียมในการโอนเท่าไหร่,"21,869",,yes
108956201932764000,นางสาว,ภัทราวดี,ศิรินทิพย์,16 ก.ค. 93,management,061-939-6498,ลูกค้าเดิมต้องการเปลี่ยนแปลงอัตราดอกเบี้ยต้องทำอย่างไร,การขอสินเชื่อมีค่าใช้จ่ายอะไรบ้าง,เมื่อเปิดบัญชีออมทรัพย์รับโชคแล้ว จะรับสลากออมทรัพย์อย่างไร,"20,018",,no
108955201932962000,นางสาว,วริยา,ณัฐมน ,12 มิ.ย. 96,admin.,081-569-3551,อัตราดอกเบี้ยระหว่างบ้านใหม่ และบ้านมือสองแตกต่างกันหรือไม่,กรณีประวัติข้อมูลเครดิตไม่ปกติสามารถขอสินเชื่อเพื่อซื้อบ้านได้หรือไม่,เมื่อสมัครใช้บริการแล้ว การให้บริการที่เครื่องถอนเงินอัตโนมัติ (ATM) มีกี่บริการอะไรบ้าง,"20,606",,yes
108954201933160000,นางสาว,สาธิตา,เจษฎา,28 ก.ย. 96,management,096-996-9893,การรับเงินงวดค่าปลูกสร้างงวดสุดท้ายต้องเตรียมเอกสารอะไรบ้าง,กรณีประวัติข้อมูลเครดิตไม่ปกติสามารถขอสินเชื่อเพื่อซื้อบ้านได้หรือไม่,ในการโอนเงินผ่านหน้าเคาเตอร์ธนาคารจะมีค่าธรรมเนียมในการโอนเท่าไหร่,"20,286",,yes
108953201933358000,นางสาว,กมลชนก,จุฑาทิพย์,3 ก.พ. 99,blue-collar,081-424-9929,หากผู้กู้ไม่มีเงินทุนสำรองในการปลูกสร้างธนาคารจะมีวิธีการช่วยเหลืออย่างไร,ผู้กู้ต้องมีคุณสมบัติอย่างไร,เมื่อสมัครใช้บริการแล้ว การให้บริการที่เครื่องถอนเงินอัตโนมัติ (ATM) มีกี่บริการอะไรบ้าง,"16,770",,yes
108952201933556000,นางสาว,วิภาพร,สุพรรษา,12 ต.ค. 97,blue-collar,,อัตราดอกเบี้ยระหว่างบ้านใหม่ และบ้านมือสองแตกต่างกันหรือไม่,ระยะเวลาการกู้สูงสุดกี่ปี,เมื่อเปิดบัญชีออมทรัพย์รับโชคแล้ว จะรับสลากออมทรัพย์อย่างไร,"16,031",,no
108951201933754000,นางสาว,กนกกานต์,นูรีซัน,15 ส.ค. 93,retired,095-442-2891,การรับเงินงวดค่าปลูกสร้างงวดสุดท้ายต้องเตรียมเอกสารอะไรบ้าง,ผู้กู้ต้องมีคุณสมบัติอย่างไร,ถ้าไม่ได้มีการทำรายการเดินบัญชีมาเป็นระยะเวลานาน สถานะของบัญชีจะเป็นอย่างไร และจะสามารถตรวจสอบสถานะของบัญชีได้โดยวิธีใด,"14,104",,no
108950201933952000,นางสาว,อาธิติยา,วลัยลักษณ์,31 มี.ค. 90,self-employed,083-553-5659,การจ่ายเงินงวดค่าผลงานการก่อสร้าง ธนาคารจ่ายเงินอย่างไร,เอกสารประกอบการขอสินเชื่อมีอะไรบ้าง,ถ้าไม่ได้มีการทำรายการเดินบัญชีมาเป็นระยะเวลานาน สถานะของบัญชีจะเป็นอย่างไร และจะสามารถตรวจสอบสถานะของบัญชีได้โดยวิธีใด,"11,577",,yes
108949201934150000,นางสาว,เสาวรส,เบญจมาภรณ์,25 มี.ค. 97,services,083-569-8266,ลูกค้าเดิมต้องการเปลี่ยนแปลงอัตราดอกเบี้ยต้องทำอย่างไร,จะทราบวงเงินกู้ที่สามารถกู้ได้อย่างไร,ถ้าไม่ได้มีการทำรายการเดินบัญชีมาเป็นระยะเวลานาน สถานะของบัญชีจะเป็นอย่างไร และจะสามารถตรวจสอบสถานะของบัญชีได้โดยวิธีใด,"23,202",,yes
108948201934348000,นางสาว,วลัยวรรณ,ฉันชนก,3 ก.ค. 99,unemployed,084-691-9196,หากผู้กู้ไม่มีเงินทุนสำรองในการปลูกสร้างธนาคารจะมีวิธีการช่วยเหลืออย่างไร,จะทราบวงเงินกู้ที่สามารถกู้ได้อย่างไร,เมื่อสมัครใช้บริการแล้ว การให้บริการที่เครื่องถอนเงินอัตโนมัติ (ATM) มีกี่บริการอะไรบ้าง,"15,606",,yes
108947201934546000,นางสาว,สุภาวดี,ธันยพร,25 ก.พ. 91,technician,083-566-5997,อัตราดอกเบี้ยระหว่างบ้านใหม่ และบ้านมือสองแตกต่างกันหรือไม่,ระยะเวลาการกู้สูงสุดกี่ปี,ในการเปิดบัญชีเงินฝากต้องใช้เอกสารอะไรบ้าง,"14,783",,no
108946201934744000,นางสาว,สุนิตา,อารีรัตน์,24 ก.ค. 95,technician,088-264-4196,การจ่ายเงินงวดค่าผลงานการก่อสร้าง ธนาคารจ่ายเงินอย่างไร,จะทราบวงเงินกู้ที่สามารถกู้ได้อย่างไร,เมื่อสิ้นสุดระยะเวลาการรับฝากประจำ 3 เดือน ดังกล่าวข้างต้นแล้ว อัตราดอกเบี้ยจะเป็นอย่างไร,"33,835",,no
108945201934942000,นาย,ไชยา,สุนิสา,7 ธ.ค. 94,self-employed,094-256-1924,การจ่ายเงินงวดค่าผลงานการก่อสร้าง ธนาคารจ่ายเงินอย่างไร,เอกสารประกอบการขอสินเชื่อมีอะไรบ้าง,เมื่อสิ้นสุดระยะเวลาการรับฝากประจำ 3 เดือน ดังกล่าวข้างต้นแล้ว อัตราดอกเบี้ยจะเป็นอย่างไร,"19,555",,yes
108944201935140000,นางสาว,นาริน,เกวลิน,29 มี.ค. 95,services,083-666-9397,การรับเงินงวดค่าปลูกสร้างงวดสุดท้ายต้องเตรียมเอกสารอะไรบ้าง,ระยะเวลาการกู้สูงสุดกี่ปี,ในการเปิดบัญชีเงินฝากต้องใช้เอกสารอะไรบ้าง,"16,923",,yes
108943201935338000,นาย,ปฎิพัทธ์,กัญญารัตน์,3 พ.ย. 99,student,094-926-3992,การจ่ายเงินงวดค่าผลงานการก่อสร้าง ธนาคารจ่ายเงินอย่างไร,จะทราบวงเงินกู้ที่สามารถกู้ได้อย่างไร,ถ้าไม่ได้มีการทำรายการเดินบัญชีมาเป็นระยะเวลานาน สถานะของบัญชีจะเป็นอย่างไร และจะสามารถตรวจสอบสถานะของบัญชีได้โดยวิธีใด,"15,042",,yes
108942201935536000,นางสาว,พิมลวรรณ,จิรัชญา,20 พ.ย. 96,management,095-493-9144,การจ่ายเงินงวดค่าผลงานการก่อสร้าง ธนาคารจ่ายเงินอย่างไร,การขอสินเชื่อมีค่าใช้จ่ายอะไรบ้าง,ในการเปิดบัญชีเงินฝากต้องใช้เอกสารอะไรบ้าง,"16,238",,yes
108941201935734000,นางสาว,มาลิณี,พรรธิดา,15 พ.ย. 95,blue-collar,087-459-2662,หากผู้กู้ไม่มีเงินทุนสำรองในการปลูกสร้างธนาคารจะมีวิธีการช่วยเหลืออย่างไร,การขอสินเชื่อมีค่าใช้จ่ายอะไรบ้าง,เมื่อเปิดบัญชีออมทรัพย์รับโชคแล้ว จะรับสลากออมทรัพย์อย่างไร,"13,146",,yes
108940201935932000,นางสาว,ศุภลักษณ์,จุฑาทิพย์,22 ส.ค. 95,admin.,081-559-6292,,,เมื่อสิ้นสุดระยะเวลาการรับฝากประจำ 3 เดือน ดังกล่าวข้างต้นแล้ว อัตราดอกเบี้ยจะเป็นอย่างไร,"14,904",,yes
108939201936130000,นางสาว,จุฑามาศ,อุสรา,11 ก.พ. 93,technician,092-294-1626,,,เมื่อเปิดบัญชีออมทรัพย์รับโชคแล้ว จะรับสลากออมทรัพย์อย่างไร,"14,361",,no
108938201936328000,นาย,สุทิวัส,กัลยา,8 ธ.ค. 93,management,093-695-6928,ธนาคารมีวิธีการคำนวณดอกเบี้ยอย่างไร,ระยะเวลาการกู้สูงสุดกี่ปี,ถ้าไม่ได้มีการทำรายการเดินบัญชีมาเป็นระยะเวลานาน สถานะของบัญชีจะเป็นอย่างไร และจะสามารถตรวจสอบสถานะของบัญชีได้โดยวิธีใด,"15,585",,yes
108937201936526000,นางสาว,ณัฐวดี,รจนา,16 ม.ค. 98,services,082-441-9645,,จะทราบวงเงินกู้ที่สามารถกู้ได้อย่างไร,ในการโอนเงินผ่านหน้าเคาเตอร์ธนาคารจะมีค่าธรรมเนียมในการโอนเท่าไหร่,"14,220",,yes
108936201936724000,นาย,เจษฎา,กัณฑิมา,10 ก.ย. 92,blue-collar,093-969-2292,การจ่ายเงินงวดค่าผลงานการก่อสร้าง ธนาคารจ่ายเงินอย่างไร,การขอสินเชื่อมีค่าใช้จ่ายอะไรบ้าง,ในการโอนเงินผ่านหน้าเคาเตอร์ธนาคารจะมีค่าธรรมเนียมในการโอนเท่าไหร่,"12,591",,no
108935201936922000,นาย,สุรเชษฎ์,กาญจนา,17 พ.ย. 90,management,082-459-2454,,กรณีประวัติข้อมูลเครดิตไม่ปกติสามารถขอสินเชื่อเพื่อซื้อบ้านได้หรือไม่,ในการโอนเงินผ่านหน้าเคาเตอร์ธนาคารจะมีค่าธรรมเนียมในการโอนเท่าไหร่,"10,590",,no
108934201937120000,นางสาว,จันทิมา,พอฤทัย,21 ก.พ. 94,blue-collar,062-696-5982,หากผู้กู้ไม่มีเงินทุนสำรองในการปลูกสร้างธนาคารจะมีวิธีการช่วยเหลืออย่างไร,เอกสารประกอบการขอสินเชื่อมีอะไรบ้าง,เมื่อสมัครใช้บริการแล้ว การให้บริการที่เครื่องถอนเงินอัตโนมัติ (ATM) มีกี่บริการอะไรบ้าง,"10,352",,yes
108933201937318000,นางสาว,อรณิชา,วราภรณ์,27 ต.ค. 98,management,083-545-9878,อัตราดอกเบี้ยระหว่างบ้านใหม่ และบ้านมือสองแตกต่างกันหรือไม่,การขอสินเชื่อมีค่าใช้จ่ายอะไรบ้าง,เมื่อเปิดบัญชีออมทรัพย์รับโชคแล้ว จะรับสลากออมทรัพย์อย่างไร,"10,495",,no
108932201937516000,นางสาว,เพ็ญนภา,ธิดารัตน์,2 ส.ค. 98,blue-collar,061-956-4228,หากผู้กู้ไม่มีเงินทุนสำรองในการปลูกสร้างธนาคารจะมีวิธีการช่วยเหลืออย่างไร,เอกสารประกอบการขอสินเชื่อมีอะไรบ้าง,ในการโอนเงินผ่านหน้าเคาเตอร์ธนาคารจะมีค่าธรรมเนียมในการโอนเท่าไหร่,"6,544",,yes
108931201937714000,นางสาว,กฤตติยากร,กรรณิการ์,7 พ.ย. 99,management,092-991-6264,อัตราดอกเบี้ยระหว่างบ้านใหม่ และบ้านมือสองแตกต่างกันหรือไม่,ระยะเวลาการกู้สูงสุดกี่ปี,ในการเปิดบัญชีเงินฝากต้องใช้เอกสารอะไรบ้าง,"14,953",,no
108930201937912000,นางสาว,ชลดา,แอนนา,24 ก.พ. 99,management,094-296-9644,,เอกสารประกอบการขอสินเชื่อมีอะไรบ้าง,เมื่อสมัครใช้บริการแล้ว การให้บริการที่เครื่องถอนเงินอัตโนมัติ (ATM) มีกี่บริการอะไรบ้าง,"13,258",,yes
108929201938110000,นาย,ศักรินทร์,วริศรา,21 ก.พ. 95,self-employed,093-949-9822,,,ในการโอนเงินผ่านหน้าเคาเตอร์ธนาคารจะมีค่าธรรมเนียมในการโอนเท่าไหร่,"15,337",,yes
108928201938308000,นางสาว,สุนิสา,กรกนก,17 มิ.ย. 99,admin.,061-952-2265,ธนาคารมีวิธีการคำนวณดอกเบี้ยอย่างไร,การขอสินเชื่อมีค่าใช้จ่ายอะไรบ้าง,เมื่อเปิดบัญชีออมทรัพย์รับโชคแล้ว จะรับสลากออมทรัพย์อย่างไร,"10,963",,yes
108927201938506000,นางสาว,นูรมา,กนกวรรณ,23 ม.ค. 95,management,099-394-9692,การรับเงินงวดค่าปลูกสร้างงวดสุดท้ายต้องเตรียมเอกสารอะไรบ้าง,กรณีประวัติข้อมูลเครดิตไม่ปกติสามารถขอสินเชื่อเพื่อซื้อบ้านได้หรือไม่,ถ้าไม่ได้มีการทำรายการเดินบัญชีมาเป็นระยะเวลานาน สถานะของบัญชีจะเป็นอย่างไร และจะสามารถตรวจสอบสถานะของบัญชีได้โดยวิธีใด,"13,843",,yes
108926201938704000,นางสาว,กุลธิดา,หทัยรัตน์,2 มิ.ย. 93,retired,096-419-9429,อัตราดอกเบี้ยระหว่างบ้านใหม่ และบ้านมือสองแตกต่างกันหรือไม่,กรณีประวัติข้อมูลเครดิตไม่ปกติสามารถขอสินเชื่อเพื่อซื้อบ้านได้หรือไม่,ในการโอนเงินผ่านหน้าเคาเตอร์ธนาคารจะมีค่าธรรมเนียมในการโอนเท่าไหร่,"14,117",,no
108925201938902000,นางสาว,ซารุนี่,ธันวา,28 ต.ค. 91,management,083-544-4591,อัตราดอกเบี้ยระหว่างบ้านใหม่ และบ้านมือสองแตกต่างกันหรือไม่,จะทราบวงเงินกู้ที่สามารถกู้ได้อย่างไร,เมื่อสิ้นสุดระยะเวลาการรับฝากประจำ 3 เดือน ดังกล่าวข้างต้นแล้ว อัตราดอกเบี้ยจะเป็นอย่างไร,"13,488",,no
108924201939100000,นาย,อภิสิทธิ์,อาทิติพงษ์,8 ก.ย. 96,blue-collar,096-354-4966,การจ่ายเงินงวดค่าผลงานการก่อสร้าง ธนาคารจ่ายเงินอย่างไร,เอกสารประกอบการขอสินเชื่อมีอะไรบ้าง,เมื่อเปิดบัญชีออมทรัพย์รับโชคแล้ว จะรับสลากออมทรัพย์อย่างไร,"11,323",,yes
108923201939298000,นาย,ภานุพงศ์,พงศ์พณิช,11 ก.พ. 93,blue-collar,096-419-9492,,,เมื่อสมัครใช้บริการแล้ว การให้บริการที่เครื่องถอนเงินอัตโนมัติ (ATM) มีกี่บริการอะไรบ้าง,"11,815",,yes
108922201939496000,นางสาว,กมลชนก,ปิยธิดา,27 ก.ย. 96,blue-collar,099-229-3949,ธนาคารมีวิธีการคำนวณดอกเบี้ยอย่างไร,การขอสินเชื่อมีค่าใช้จ่ายอะไรบ้าง,เมื่อสมัครใช้บริการแล้ว การให้บริการที่เครื่องถอนเงินอัตโนมัติ (ATM) มีกี่บริการอะไรบ้าง,"13,320",,yes
108921201939694000,นางสาว,เสาวลักษณ์,สุธาสินี,13 ธ.ค. 99,self-employed,094-256-6641,ลูกค้าเดิมต้องการเปลี่ยนแปลงอัตราดอกเบี้ยต้องทำอย่างไร,ผู้กู้ต้องมีคุณสมบัติอย่างไร,ในการโอนเงินผ่านหน้าเคาเตอร์ธนาคารจะมีค่าธรรมเนียมในการโอนเท่าไหร่,"9,698",,yes
108920201939892000,นาย,ยุณดุฟร์,สุภาพร,6 มี.ค. 91,blue-collar,085-946-9291,ลูกค้าเดิมต้องการเปลี่ยนแปลงอัตราดอกเบี้ยต้องทำอย่างไร,จะทราบวงเงินกู้ที่สามารถกู้ได้อย่างไร,ในการเปิดบัญชีเงินฝากต้องใช้เอกสารอะไรบ้าง,"11,850",,no
108919201940090000,นางสาว,ชลลดา,กนกวรรณ,19 มี.ค. 94,blue-collar,093-969-4264,อัตราดอกเบี้ยระหว่างบ้านใหม่ และบ้านมือสองแตกต่างกันหรือไม่,กรณีประวัติข้อมูลเครดิตไม่ปกติสามารถขอสินเชื่อเพื่อซื้อบ้านได้หรือไม่,ในการโอนเงินผ่านหน้าเคาเตอร์ธนาคารจะมีค่าธรรมเนียมในการโอนเท่าไหร่,"9,406",,no
108918201940288000,นางสาว,ภัณฑิรา,ทัศน์พล,13 พ.ค. 90,technician,062-491-9897,ธนาคารมีวิธีการคำนวณดอกเบี้ยอย่างไร,กรณีประวัติข้อมูลเครดิตไม่ปกติสามารถขอสินเชื่อเพื่อซื้อบ้านได้หรือไม่,เมื่อสิ้นสุดระยะเวลาการรับฝากประจำ 3 เดือน ดังกล่าวข้างต้นแล้ว อัตราดอกเบี้ยจะเป็นอย่างไร,"12,035",,no
108917201940486000,นางสาว,ณัฎฐณิชา,วิรวรรณ,10 ก.ค. 92,services,08-94-292-696,ธนาคารมีวิธีการคำนวณดอกเบี้ยอย่างไร,,ในการเปิดบัญชีเงินฝากต้องใช้เอกสารอะไรบ้าง,"9,969",,yes
